Mass	Q	chi1	chi2	theta1	theta2	phi2-phi	Mismatch	Error
75	3.1633294308785294	0.8	0.8	2.6189425715147747	1.3130761858311304	0.2569642418206675	-2.185542091914911	0.44464368222702344
75	3.1633294308785294	0.8	0.5	2.3458961520207824	2.493969994287984	2.3295199088980483	-2.1619447640605878	0.3673068788712346
75	2.4738148017364106	0.8	0.8	2.3341677242155474	1.8388736414172233	0.0406883422913158	-2.2741766529082175	0.37849314073366835
75	3.1633294308785294	0.8	0.2	2.1069156829972795	2.450003596945576	3.064369199940579	-2.110708958007551	0.29240959239784403
75	3.1633294308785294	0.7998495611624533	0.799773485850897	2.0940139053566886	0.3486353532820869	0.	-2.0444094086538045	0.19259691626747713
75	3.1633294308785294	0.8	0.2	1.8389078966906856	1.9591966164613548	3.1416040367467217	-2.1052802938186006	0.19999441458036635
75	2.4738148017364106	0.8	0.8	1.8172718241084374	1.0131669084412902	0.38115955142192076	-2.0542184051391863	0.26710082951849917
75	3.1633294308785294	0.8	0.2	1.5707963267948966	1.5707963267949085	3.551841815778366	-2.0866084354925722	0.24899383197504701
75	2.4738148017364106	0.8	0.8	1.3233041569607071	2.1355529803248836	0.36230188288080817	-2.2558119104351433	0.2788076122217234
75	3.1633294308785294	0.8	0.2	1.302684761970422	1.1823958887434547	3.1418233128659647	-2.074528371314962	0.20923614741559618
75	3.1633294308785294	0.8	0.8	1.04758422575786	2.794819796738264	0.	-2.288594000527359	0.23568442534165684
75	3.1633294308785294	0.8	0.2	1.0347081675247685	0.6899042115302657	3.1421829735928246	-2.0062717903271037	0.2176175034775037
75	2.4738148017364106	0.8	0.8	0.8072081440609515	1.3037044267141737	6.0969818537508885e-9	-2.2188161454608135	0.2752520052097478
75	3.1633294308785294	0.8	0.5	0.7959232585958809	0.6433119612598521	2.3402249043380765	-1.941054752036669	0.23025958413484893
75	3.1633294308785294	0.8	0.8	0.5226625749324242	1.8284519912557928	0.25756447275075417	-2.0447829132230853	0.1857446262437968
75	3.1633294308785294	0.8	0.5	0.5299385297259562	0.48588357838110974	2.2719134055544172	-2.204235999024247	0.38391557191985853
75	3.1633294308785294	0.8	0.8	0.27858328001651483	1.3901700883053107	0.10947728075582877	-2.0456735431435003	0.2867123153622714
75	3.1633294308785294	0.8	0.5	0.2545722950058727	0.45146985115952754	1.6120958748693872	-2.386122096488991	0.6521837921658354
75	3.1633294308785294	0.8	0.8	0.04267109886430612	1.024308483146786	0.2459025450855359	-2.156982298768116	0.9256060043223309
75	4.	0.8	0.8	2.8751044543868014	2.9711951212448686	-0.03339128273827536	-2.240047762277417	0.5145523113405555
75	4.	0.8183274489886561	0.7316020665753914	2.8261335758777455	1.7322686499519437	0.04972965872424627	-2.1995081752790187	0.31440190455343286
75	4.	0.8	0.8	2.6134426649217013	2.696518381210345	2.2136267880889338	-2.106584521130637	0.5388294022609783
75	4.	0.8	0.8	2.5804953916889897	1.5110191522503575	0.019317916636342962	-2.0565089257612583	0.46623891418600555
75	4.	0.8	0.5	2.3653585284833847	2.8810349346658928	3.1415929514506464	-1.8573763269836658	0.6015523731902769
75	4.	0.8	0.8	2.3279650385409325	0.875098459440229	-6.901317999438026e-8	-1.9323266935116588	0.3762856210269409
75	4.	0.8	0.5	2.0972116636563176	2.4003157939017923	2.3795810755835674	-1.8526498747011688	0.3721111693150537
75	4.	0.8	0.8	2.056166034114658	0.2875272844698008	0.005779277026619927	-1.9281398957611378	0.2897052952863237
75	4.	0.8	0.5	1.8292098817660405	2.0919398140479344	2.3504799383198467	-1.8328121956695218	0.19797558849947616
75	3.1633294308785294	0.8	0.8	1.764608266738885	1.171417395999847	-0.000084563972553588	-1.8832654804362983	0.21024713044742388
75	4.	0.8	0.5	1.5707963267948966	1.5707963267948966	4.053169576972755	-1.971723531857711	0.1369846992037754
75	3.1633294308785294	0.8	0.8	1.3769888069640421	1.9701034049710469	-0.000010242098751525721	-2.1820246561461594	0.21282198868236082
75	4.	0.8	0.5	1.3125515771762928	1.0448285877184795	2.3548601817589683	-2.039703523835698	0.19848190155583095
75	4.	0.8	0.8	1.0854265343104283	2.8540695546073533	-3.0898788381563065e-9	-1.9875175150280704	0.22630386407494904
75	4.	0.8	0.5	1.0445527882133157	0.7356275588097894	2.3905576275036493	-1.8490949328830402	0.19534726724840887
75	4.	0.8	0.8	0.813627584281289	2.2664919169084556	-8.976913213969015e-10	-2.0245998869263295	0.224559336868678
75	4.	0.8	0.5	0.776227380301313	0.2610272511355053	3.207984940345496	-2.0631581795341187	0.15508082485418476
75	4.	0.8	0.8	0.5610855103244461	1.6306733761802035	-3.6130739724983666e-9	-2.0445019670211892	0.15386873269104911
75	4.	0.8	0.8	0.5293426858184689	0.4221625313609677	2.2998057660525957	-1.9380097795450981	0.276568310159286
75	4.	0.8	0.8	0.3276416193026411	0.979919815507887	1.4480345982519641e-9	-2.252371669137853	0.4280317684816863
75	4.	0.8	0.8	0.26245077961336466	0.2511527323763231	1.0979565272708975	-2.133081399749629	0.24677894187017654
75	4.	0.8	0.8	3.141592653589793	3.141592653589793	0.	-2.468094596454126	0.3909544153812517
75	4.	0.8	0.8	0.	0.	0.	-2.0690152990543518	0.8621282372322117
75	4.	0.715	0.8	3.141592653589793	3.141592653589793	0.	-2.5343130183581226	0.9613633605072273
75	4.	0.63	0.8	3.141592653589793	3.141592653589793	0.	-2.6205516078826725	1.4146750872887077
75	4.	0.545	0.8	3.141592653589793	3.141592653589793	0.	-2.6967076409566904	1.3062948894036794
75	4.	0.45999999999999996	0.8	3.141592653589793	3.141592653589793	0.	-2.7028012796225487	1.3806854146974783
75	4.	0.37500000000000006	0.8	3.141592653589793	3.141592653589793	0.	-2.59083568852351	1.825113023915716
75	4.	0.29	0.8	3.141592653589793	3.141592653589793	0.	-2.82041376430555	1.5384241926494255
75	4.	0.20500000000000002	0.8	3.141592653589793	3.141592653589793	0.	-2.44583180953282	3.699338810654852
75	4.	0.12	0.8	3.141592653589793	3.141592653589793	0.	-2.510137450325414	3.4196413092921856
75	4.	0.034999999999999996	0.8	3.141592653589793	3.141592653589793	0.	-2.4532114424308586	3.418895981274848
75	4.	0.135	0.8	0.	3.141592653589793	0.	-2.3461248929945078	2.4627440119064645
75	4.	0.21999999999999997	0.8	0.	3.141592653589793	0.	-2.280551184121744	1.8756184078484464
75	4.	0.305	0.8	0.	3.141592653589793	0.	-2.213611465958004	1.5274135048874415
75	4.	0.38999999999999996	0.8	0.	3.141592653589793	0.	-2.190427032577552	1.5027312073438992
75	4.	0.4750000000000001	0.8	0.	3.141592653589793	0.	-2.4017420688704045	0.20207384938544198
75	4.	0.56	0.8	0.	3.141592653589793	0.	-2.3464283889408013	1.9522261944095611
75	4.	0.6450000000000001	0.8	0.	3.141592653589793	0.	-2.4645525021383254	2.473107406438259
75	4.	0.7299999999999999	0.8	0.	3.141592653589793	0.	-2.3876857927517894	1.8393631204561738
75	4.	0.8	0.5600000000000007	0.	3.141592653589793	0.	-2.3274048682316804	1.6216829192960918
75	4.	0.8	0.8	3.01	3.022	4.161	-2.4527846987951594	0.4410925488360597
75	4.	0.8	0.8	0.13159265359	0.11959265359	4.161	-2.1215885289214693	0.4185684967257873
112.5	2.4738148017364106	0.2	0.8	2.613037831276493	1.038402758557847	3.09284782789764	-2.8338274523529337	1.1751170103628656
112.5	1.8571428571428572	0.2	0.5	2.0918354865485282	1.7428077465660858	3.1415927909397827	-3.0111937821405186	0.6397971517812986
112.5	1.	0.8	0.8	1.3418818922066498	2.0694181772476794	3.141579959338126	-2.3136194220340442	1.5526408639962066
112.5	1.	0.2	0.2	2.583618960394038	1.6648399176307518	2.8917268395297366	-2.85893652496766	2.2688554605491382
112.5	1.	0.8	0.8	2.3174633218168417	1.0889634546792402	3.1415176568806245	-2.343133016530051	1.4920410790445149
112.5	1.	0.2	0.2	1.5745730072782427	2.4427006450094155	2.3606608113773726	-3.057905919680958	1.9177832037411255
112.5	1.	0.2	0.2	1.3029150058677719	2.7571873297188096	2.226802322951408	-3.1050679384823776	1.797417505431961
112.5	1.8571428571428572	0.2	0.5	2.3379614054308013	1.031550206442213	2.3709567834536682	-3.3009498618371005	0.7231960088784671
112.5	1.	0.2	0.2	1.023284873818668	2.784518869646149	1.5668319381473155	-3.1354222892119696	2.0813514004026064
112.5	1.8571428571428572	0.2	0.8	0.7763195896854678	2.432388187106935	2.3380524593255294	-3.0388419984587127	0.9414195160141142
112.5	1.8571428571428572	0.2	0.8	2.882905881097226	0.705789252608118	2.4130641409017985	-3.1009503274451764	0.6041616211303189
112.5	1.8571428571428572	0.2	0.5	1.5707963267948966	1.5707963267948966	3.767033284510273	-2.959141144860948	0.8699758790637607
112.5	1.8571428571428572	0.2	0.8	0.2653896222071728	2.4334983227462716	2.406834211004793	-3.1038139155386437	0.5950404700057405
112.5	1.8571428571428572	0.2	0.8	2.368065683780258	0.7066135581374801	2.3355090288814084	-3.053835494161798	0.4048540638026018
112.5	1.	0.2	0.2	2.118569735601391	0.3564333700486144	1.565730003592711	-2.9564523737143755	2.112833890324051
112.5	1.8571428571428572	0.2	0.5	0.8081774901113783	2.1047774720127346	2.3743666212872454	-3.075843689916307	0.684502023859193
112.5	1.	0.2	0.2	1.847702662403788	0.3605198338862784	2.2386630855621963	-2.95098303624015	2.1446516660511463
112.5	1.	0.2	0.2	1.5676620199970863	0.6978929686682659	2.360777262342211	-2.889222860515721	2.089806395668602
112.5	1.	0.8	0.8	0.8241293087363977	2.0526292179560546	3.1416418059803117	-2.209986974814934	1.640160316022589
112.5	1.	0.2	0.2	0.565299449679115	1.472832832821121	2.8708948043178126	-2.9260653215900865	2.230096583571014
112.5	1.	0.793667130480461	0.8000133567962622	1.8281524066133197	1.0428080606801133	3.1368692809965824	-2.167706141621641	1.6467557078232795
112.5	1.8571428571428572	0.2	0.5	1.0497570174650774	1.3987848675737835	3.141592788949478	-3.026337817138141	0.5895504056157685
112.5	2.4738148017364106	0.2	0.8	0.5320608821028424	2.1000342269323373	3.085403054704076	-2.9767168642373267	0.7254059759193126
112.5	3.1633294308785294	0.2	0.8	2.611830571372854	1.7501661616026993	3.1072718744453915	-2.943772114474263	0.6873121740492656
112.5	4.	0.2188388017032146	0.7990999275185281	2.8758480842745806	0.348022778008993	3.1449095634398816	-3.0544550038274227	0.4285997178987049
112.5	1.8571428571428572	0.2	0.2	2.864767811494787	2.4736684972084646	-1.1424830722186697e-10	-3.3064924331954737	0.26756333689353123
112.5	3.1633294308785294	0.2	0.2	2.626710788914279	0.9964722844952205	2.4193737022038566	-3.1811657913494313	0.38724166326343223
112.5	1.	0.5	0.5	2.6194588670186474	1.3936490437083346	3.089118980802504	-2.7533189576314947	1.156270386892459
112.5	3.1633294308785294	0.2	0.8	2.614546307454054	1.0526226194151937	1.566574048329291	-3.0088522224216043	0.6835206151915346
112.5	1.8571428571428572	0.2	0.2	2.1103597094275552	2.769159260831407	0.7348366121093021	-3.160987033129615	0.7638455332716368
112.5	3.1633294308785294	0.2	0.8	1.8504266028257579	2.0808285713336643	2.3748110905915674	-2.7539679870168357	0.4817609299666232
112.5	2.4738148017364106	0.2	0.2	1.830549556800736	2.7945268574858386	3.1199479868790445	-3.052686015968721	0.6568250572312345
112.5	1.	0.5	0.5	0.7698651194893754	2.803173440463473	1.5655230706913938	-2.9456311714801684	1.4624562080270973
112.5	3.1633294308785294	0.2	0.5	1.5692193441000222	2.092804711026776	2.367034608626668	-2.986652203823253	0.3726406238105728
112.5	2.4738148017364106	0.2	0.8	1.5707963267948966	1.5707963267948966	4.35676520188948	-2.6361176943394065	1.402695240668089
112.5	3.1633294308785294	0.2	0.5	1.5724213895166854	1.0485662626857348	2.367125743383722	-2.8023273646389772	0.43818678425949564
112.5	1.	0.5	0.5	2.3715135842360304	0.33886754160998106	1.5666000348494962	-2.6295999179623526	1.085112912885656
112.5	2.4738148017364106	0.2	0.2	1.3110449657749355	0.34703329078349815	3.1247753606929964	-3.0050900777627456	0.5499408555273101
112.5	3.1633294308785294	0.2	0.8	1.2942210174251272	1.0523235066607661	2.3798640934456947	-2.6644629396320867	0.45348503756114855
112.5	1.8571428571428572	0.2	0.2	1.0317770134584565	0.36798314339307536	0.7242694577898638	-3.1684728524619232	0.8060185038286086
112.5	3.1633294308785294	0.2	0.8	0.5273843076605963	2.0884804451936265	1.5676107763157794	-2.989749188937649	0.40391873408955153
112.5	1.	0.5	0.5	0.5230818698213144	1.7474626639735968	3.076760642520662	-2.6470690212921633	1.0330961419225964
112.5	3.1633294308785294	0.2	0.2	0.5148777484876945	2.145144528037091	2.4193310731941917	-3.234716420914395	0.5676781090732784
112.5	1.8571428571428572	0.2	0.2	0.2768248421940848	0.6679241559724641	5.866417922336381e-11	-3.383031510467907	0.6953190523273605
112.5	4.	0.2	0.5	0.2546183966257242	2.790577662685386	2.793240202881958	-3.1542310155492967	0.3888787433186533
112.5	3.1633294308785294	0.2	0.8	0.5302353915611763	1.3908181201425607	3.115765130391895	-2.711088793409322	0.8181190004147499
112.5	2.4738148017364106	0.2	0.8	2.8881815407778593	2.856407509927321	2.27088932788019	-3.20389392420888	0.3400136899766386
112.5	1.8571428571428572	0.5	0.5	2.8803730694005876	0.7101317916794336	2.350646907040364	-3.264609611154193	0.5170162749558398
112.5	2.4738148017364106	0.2	0.8	2.609847499268423	2.84271150079268	1.436284959246114	-3.242365669546562	0.4351659493865498
112.5	4.	0.20053804941632858	0.8011780731123167	2.6192088397549953	2.791938632655827	0.05762572991002153	-3.0136926000591133	0.5079695238451831
112.5	1.	0.2	0.5	1.8140161627822293	2.7918780790106177	0.06139499931612788	-3.1262278474173293	1.135723517377178
112.5	4.	0.2	0.8	2.360688766430507	2.4420446064586843	0.7537762021557582	-2.8913261782734576	0.42100915942958234
112.5	1.8571428571428572	0.2	0.8	2.870104728963818	1.7549460720753038	1.4352300938405727e-7	-2.764900555837392	0.9631709044978701
112.5	3.1633294308785294	0.2	0.8	2.105560641889202	2.0863934916919438	0.8283371437842303	-2.9165202748308356	0.3675829640488999
112.5	1.	0.2	0.8	0.8202977232103961	2.074611939264946	3.141489630524298	-2.676098491474725	0.5946468600665853
112.5	1.8571428571428572	0.2	0.8	2.354037668311092	1.3924830443449079	0.7929432123748189	-2.7927721867743185	0.3046660763542741
112.5	1.	0.2	0.8	1.3166479687112786	1.7409780104874777	3.1415935963633372	-2.6122636673391555	0.7359178316677364
112.5	1.	0.5	0.5	1.5707963267948966	1.5707963267948966	4.4285948711763625	-2.8101141572537065	1.08927178850324
112.5	1.	0.2	0.8	1.824979243865008	1.4006114879196079	3.141594950860962	-2.612778835070411	0.6948802100822312
112.5	1.8571428571428572	0.2	0.8	0.7888836567625361	1.748284202599275	0.7958718112716998	-2.8183414375841247	0.5378297521741592
112.5	1.	0.2	0.8	2.321295147666495	1.0669806568812152	3.1414970494028482	-2.5678592965409206	0.76271822965163
112.5	3.1633294308785294	0.2	0.8	1.0375354676211563	1.0514739698699704	0.8290356555809621	-2.6852627595605827	0.27063656643862083
112.5	1.8571428571428572	0.2	0.8	0.2714880904679127	1.386646542476643	0.0011811208454803519	-2.883798503144936	0.5691434066132812
112.5	4.	0.2	0.8	0.7822635666097604	0.6935751251659117	0.7540457209991724	-2.6184762042068144	0.19155774742285833
112.5	1.	0.2	0.5	1.3279313519550822	0.3493132999282064	-3.5108064549735755e-9	-2.97279572357784	0.9538198537776449
112.5	4.	0.2006056774789161	0.800102483318963	0.5225852189855753	0.34820874888981335	0.01704700062511221	-2.5460528141953778	0.25195920309502745
112.5	2.4738148017364106	0.2	0.8	0.528301343324446	0.30779625726793514	1.4350980971182388	-2.8058716640338552	0.5255137931772451
112.5	1.8571428571428572	0.5	0.5	0.26137424301544415	2.4312495174704365	2.3511962828836266	-2.857182540474164	0.7601516665125458
112.5	2.4738148017364106	0.2	0.8	0.2589673411504325	0.27742873866578893	2.289433058706587	-2.826427012777981	0.5849657409043865
112.5	1.8571428571428572	0.5	0.2	3.132022380475667	1.7554386413490188	-1.7747817725857848e-9	-3.1153930693274594	0.5450501980533908
112.5	1.	0.8	0.2	3.127510351283769	1.7763465303840542	-5.590292866870427e-9	-3.3169761943654814	0.5559031214950229
112.5	1.8571428571428572	0.5	0.8	2.633390332507633	1.7398019412289938	2.356024222561225	-2.8036000919558375	0.3733101196755485
112.5	2.4738148017364106	0.5	0.5	2.6221513528447415	0.7006652064900658	2.91745755903109	-2.8750101142504683	0.2981579433030592
112.5	1.8571428571428572	0.5	0.5	2.618632401912736	1.4004788004529134	1.567038845639494	-3.05834230949965	0.35388632890526023
112.5	1.	0.8	0.8	1.575505520963679	2.441252484462972	2.3604941050492108	-2.7516801847650108	0.38200437549181004
112.5	1.	0.8	0.5	2.8883880587161186	1.05956501598254	0.16175229814671915	-2.815009073143746	0.5650687921083836
112.5	1.8571428571428572	0.5	0.8	2.5960060613779596	0.7488637152148933	0.38958341343094866	-2.8931828358230534	0.4221529463113112
112.5	1.	0.2	0.8	2.8955742113173906	1.7455718924138723	3.1415926422482268	-2.74444585162359	0.5992237727710208
112.5	1.	0.2	0.8	0.5472607585874968	2.0887271354444596	0.7768867618216606	-2.665751084384692	0.6443518028187014
112.5	1.	0.8	0.2	1.8406190435690908	1.0492836488613557	1.5539719849526876	-2.6576855062631743	0.6793807101925106
112.5	1.	0.5	0.5	1.5707963267948966	1.5707963267948966	4.996183089593028	-2.7590528019472895	1.095954278107853
112.5	1.	0.8	0.2	1.3021983482993065	2.086870950977783	1.556225986349825	-2.710061720691603	0.9260000353137036
112.5	1.	0.2	0.8	2.5994734060206435	1.0520987907049362	0.7616348964599697	-2.6857686010485233	0.6622852549369442
112.5	1.	0.2	0.8	0.2464084684823374	1.3959966288444734	3.08645992553748	-2.6936470277906026	0.6419796243331993
112.5	1.8571428571428572	0.5	0.8	0.5376280228302855	2.4058117898824003	0.19162771594089925	-2.9989446111656846	0.8947218243711561
112.5	1.	0.8	0.5	0.2520603453554434	2.0825529746688964	0.10675266002177082	-2.5823836898591215	0.4845161785868884
112.5	1.	0.8	0.8	1.56863137172105	0.6963831401656587	2.360955511931389	-2.3472290290465883	0.43935620512849033
112.5	1.8571428571428572	0.5	0.5	0.5231183855248978	1.740837424051452	1.567546558454223	-2.7959058895004882	0.6047056909202957
112.5	2.4738148017364106	0.5	0.5	0.5220711349182234	2.428596902650037	2.946134700702408	-2.6982482753005272	0.7143618118698501
112.5	1.8571428571428572	0.5	0.8	0.5120736824252965	1.3976554282575895	2.359321441826838	-2.5492408379047458	0.4849841379984051
112.5	1.	0.8	0.2	0.01408229629620455	1.365246134485522	3.5234527498369134e-9	-2.8676540958227235	1.0026754368858293
112.5	1.8571428571428572	0.5	0.2	0.009570275572798569	1.3861540143790239	-2.65706998408667e-9	-2.9681258537265864	0.993056862480389
112.5	3.1633294308785294	0.5	0.8	2.8679884550270347	1.391216454887508	3.1118542450686624	-2.8775620006909093	0.42147407668230596
112.5	2.4738148017364106	0.4109321636310151	0.7730025066257066	2.835376595810385	3.1121375207750526	0.06282749579877779	-3.030968209702804	0.4039632322805074
112.5	2.4738148017364106	0.5	0.8	2.614152671538951	2.077788633293497	2.3594368885577124	-2.6057346673638526	0.2947470407256579
112.5	2.4738148017364106	0.5	0.2	2.614760621996694	2.9866005056144744	0.2249762726998998	-2.8606306906442813	0.4886847183864665
112.5	1.8571428571428572	0.5	0.5	2.609961308262454	2.153377086867365	0.5941319310653066	-2.9398776323196647	0.36505859704536936
112.5	2.4738148017364106	0.5	0.2	2.365366387253092	2.329128574954559	1.6769512935629038	-2.605657013764894	0.887840365823979
112.5	1.	0.8	0.8	3.1342920738312587	1.3978780745138721	0.44168110589597864	-2.6090540548036376	0.27683070190439857
112.5	2.4738148017364106	0.5	0.2	2.1051394398617504	1.9978715016143165	1.719040571182803	-2.4836953518390614	0.7575429859374608
112.5	2.4738148017364106	0.5	0.5	1.8305524939930196	2.794474817624987	3.1138967198853966	-2.4277384401276714	0.5236774890662169
112.5	2.4738148017364106	0.5	0.2	1.8446736550477052	1.6806932743381782	1.7647825028759307	-2.4187560211172023	0.4661417874711626
112.5	1.	0.20325682531753606	0.8009232687695231	1.5938379492926984	1.7431118586533012	0.10075913100924803	-2.68537131708935	0.7622231984014187
112.5	2.4738148017364106	0.5	0.2	1.5707963267948966	1.5707963267948966	4.46349657733935	-2.4170701935349297	0.25870222487690214
112.5	1.	0.20393275319963403	0.800125038201273	1.5649981649864337	1.393864557694424	0.03820949760986917	-2.683749556236545	0.7201324854114808
112.5	2.4738148017364106	0.5	0.2	1.2979696366042017	1.4453140922072893	1.7694190439672106	-2.492897184525492	0.30673962316124814
112.5	2.4738148017364106	0.5	0.5	1.3110460781713467	0.34701394578063405	3.1284659291250123	-2.3959750735046312	0.2916510756292036
112.5	2.4738148017364106	0.5	0.2	1.0370416594507366	1.1351904985296635	1.7244136805165573	-2.5197556142734134	0.4425842106113131
112.5	1.	0.8	0.8	0.006605712798060742	1.743719481511139	3.8596250734564995e-9	-2.3900052397045	0.37119363595131355
112.5	2.4738148017364106	0.5	0.2	0.7764372561254169	0.809343998276962	1.6802432999216557	-2.5399251159920366	0.5146519005140413
112.5	1.8571428571428572	0.5	0.5	0.5353978515870097	0.9802831673134539	0.6149568273705178	-2.8898934546681967	0.49411320062923647
112.5	2.4738148017364106	0.5	0.2	0.5268761311183727	0.1526025388580771	0.1162679676481908	-2.5001747869842976	0.5805607390799651
112.5	2.4738148017364106	0.5	0.8	0.5277962565832276	1.0630190362106635	2.360891950685052	-2.352741619898632	0.4596457308958655
112.5	2.4738148017364106	0.4127946159753128	0.7645044420369003	0.3096441188102763	0.01447285901528111	0.07506041564247003	-2.7851651070285652	1.2891945829210363
112.5	3.1633294308785294	0.5	0.8	0.2737862763303259	1.7500633703768815	3.1415926193291397	-2.469008968967535	0.5403738274656361
112.5	1.	0.5802071552092811	0.761533301577768	2.970401545446528	2.820883843499048	0.443409424432916	-3.3367578233925665	0.282330893380654
112.5	4.	0.4852338939029454	0.44735779138323567	2.866534290998926	2.730335119716212	3.48419230487765	-2.8419458385797194	0.44834543473551186
112.5	3.1633294308785294	0.5	0.8	2.879160630476684	2.0870670661207655	0.12947395291488853	-2.7570153622294717	0.5680995658554959
112.5	2.4738148017364106	0.5016918796477725	0.8010232940009006	2.6179573488451355	2.7908417399322083	0.05395588069766727	-2.7546587865435144	0.5933391534256016
112.5	1.	0.8	0.5	2.3552808664249265	2.797165947398665	0.2639233603720339	-2.972029460277953	0.411152469245516
112.5	2.4738148017364106	0.5	0.8	2.3602012813274373	2.443461476797363	0.7346553701985279	-2.6470018712266272	0.5152016946460001
112.5	1.8571428571428572	0.8	0.5	2.0978795558091856	2.0581145486232897	3.1429555681865238	-2.414904378701958	0.5401588265699347
112.5	1.	0.5	0.8	2.10703673513402	2.0905687943105247	0.8063160583663468	-2.80354733601729	0.4539040642648015
112.5	4.	0.5	0.8	2.0831002740793534	0.05485120111731634	0.02675063649401381	-2.3187923876734655	0.4697963401864786
112.5	4.	0.5	0.5	1.8274958657658968	1.733195664431628	3.141596625716601	-2.3316231365183744	0.22888730313589564
112.5	3.1633294308785294	0.5	0.8	1.5662861469760072	2.8281814122966686	0.9248542421486619	-2.4843078336917883	0.24953950292932578
112.5	3.1633294308785294	0.5	0.2	1.5707963267948966	1.5707963267948966	6.096768278540375	-2.490957934725184	0.3160998190777504
112.5	3.1633294308785294	0.5	0.8	1.5763637960737118	0.29120101203550025	0.8631592458453164	-2.180932104463596	0.24196282078702938
112.5	4.	0.5	0.5	1.3140963897531732	1.408396768387557	3.141594418152975	-2.196529707395078	0.24359995748442123
112.5	4.	0.5	0.8	1.0584922521203706	3.0867618488171535	-8.127647305623024e-8	-2.446366066296532	0.23777989450545736
112.5	1.	0.5	0.8	1.0417969437118524	1.0465260700968897	0.8058302837559456	-2.5781975131996324	0.5311115904040536
112.5	1.8571428571428572	0.8	0.5	1.0437132877103217	1.0834770797728621	3.141599672608165	-2.2817605997205876	0.32798909498233664
112.5	2.4738148017364106	0.5	0.8	0.7844490726364635	0.6851981272460902	0.7346514428905739	-2.4122205785214277	0.4606537704760552
112.5	1.	0.5619839560515719	0.7542665906512871	0.9309712760116094	0.3806927393202957	0.08108403220872976	-2.54163555582244	0.7455731227155511
112.5	2.4738148017364106	0.5021300503719409	0.7985975460548348	0.5242464119011137	0.3474718604869302	0.010234403404092573	-2.5838580205608426	0.7568201236157944
112.5	3.1633294308785294	0.5	0.8	0.26321378521086986	1.053062860842474	0.17575825086799515	-2.3730617362996616	0.3909760224399984
112.5	4.	0.4852669882268909	0.4460212469039964	0.2748716721938871	0.40944822626277194	3.485182094266947	-2.404999645909495	0.2943881374085193
112.5	1.	0.5698185049072176	0.7685048257053534	0.15570399422435832	0.31156467870602544	0.3728098419961488	-2.707923785856825	1.4647467079189858
112.5	1.	0.8	0.8	2.868800753114677	2.75101305237817	2.5082545624212944	-3.1983116695610727	1.1097562485012271
112.5	1.8571428571428572	0.8	0.5	2.895883448709442	2.28190658004764	1.6635926521478794	-3.135093459609875	0.7145878122935669
112.5	1.	0.8	0.8	3.122700396521999	2.432948683573738	7.995697306196255e-9	-3.0471526433668195	0.3248169802084549
112.5	2.4738148017364106	0.8	0.5	2.6267438270507757	0.9726958842368787	2.4407031659379594	-2.4729829381384323	0.41837184820946244
112.5	1.8571428571428572	0.8	0.5	2.624712529117275	1.706123755387044	0.8210919845405424	-2.678164177750279	0.6297705108578877
112.5	1.8571428571428572	0.8	0.5	2.3511596904140686	2.110409818980138	1.5394311261107354	-2.567264881992988	0.4460291325474011
112.5	1.8571428571428572	0.8	0.5	2.1092771229661293	2.8396459997801125	2.349892737739611	-2.4492020962481407	0.41310053315085904
112.5	1.8571428571428572	0.8	0.8	2.3618714197422332	1.03590770604249	0.7868841268641344	-2.4465404037578993	0.5935662955459362
112.5	1.8571428571428572	0.8	0.5	1.837248553234769	2.754878667552088	1.7238365103221573	-2.2648113485734567	0.43684419034969163
112.5	1.8571428571428572	0.8	0.8	1.572448163944007	3.1408324056183803	0.010324038713727652	-2.2085558511198013	0.5070307871190548
112.5	1.8571428571428572	0.8	0.8	1.5732742088392186	2.0928269591785753	1.5890191574203534	-2.1697646276095037	0.42858181703909487
112.5	1.	0.8	0.8	1.5707963267948966	1.5707963267948966	5.272464286611272	-2.4064081972767384	0.5192564275133503
112.5	1.8571428571428572	0.8	0.8	1.569599786849331	1.0436597979163988	1.588339755314573	-2.2393939344055274	0.36450173228099475
112.5	1.8571428571428572	0.8	0.8	1.56914448967417	0.0007602075090105322	0.	-2.186046692312933	0.2883328304796116
112.5	1.8571428571428572	0.8	0.5	1.3046882360170848	0.3818267562815009	1.7261884734348243	-2.1978759532555623	0.28956980924176867
112.5	1.8571428571428572	0.8	0.8	0.780727606639598	2.1028493218042765	0.7944144828393266	-2.6472405652165247	0.6773355335658577
112.5	1.8571428571428572	0.8	0.5	1.0323202653696075	0.3018714732999508	2.3501705301175897	-2.1753021115523397	0.44858919457658847
112.5	1.8571428571428572	0.8	0.5	0.7916306923565609	1.0256954782107284	1.5440755462404625	-2.262202260693987	0.5622190112518014
112.5	1.8571428571428572	0.8	0.5	0.518335227895951	1.43145785939766	0.8322363019006069	-2.6109909106263722	0.4288187615664954
112.5	2.4738148017364106	0.8	0.5	0.5156760384770718	2.1640750215937516	2.4491941482299966	-2.0620845111387482	0.26099660961117505
112.5	1.	0.7766128582096602	0.8336693713241377	0.02724633926095775	0.7123784373983866	2.036095772986105	-2.446411170890412	0.6471046187803157
112.5	1.8571428571428572	0.8	0.5	0.2508902158031121	0.8503745850100881	1.6946654519900601	-2.392721243591939	0.892852479189826
112.5	1.	0.8	0.8	0.36005933476715263	0.31162977894929933	2.446791868892517	-2.680544296722257	0.9983790815398043
